State,State Code,Month,Month Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Kentucky,21,"Aug., 2021 ",2021/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,13,Not Applicable,Not Applicable
Kentucky,21,"Sep., 2021 ",2021/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,10,Not Applicable,Not Applicable
Kentucky,21,"Oct., 2021 ",2021/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,11,Not Applicable,Not Applicable
Kentucky,21,"Oct., 2021 ",2021/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,13,Not Applicable,Not Applicable
Kentucky,21,"Dec., 2021 ",2021/12,Other external causes of accidental injury,W00-X59,Victim of cataclysmic storm,X37,65-74 years,65-74,14,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2018",2018/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,18,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2018",2018/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Louisiana,22,"Feb., 2018",2018/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,16,Not Applicable,Not Applicable
Louisiana,22,"Feb., 2018",2018/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2018",2018/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,11,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2018",2018/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,14,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2018",2018/04,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,10,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,10,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,13,Not Applicable,Not Applicable
Louisiana,22,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,18,Not Applicable,Not Applicable
Louisiana,22,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,22,Not Applicable,Not Applicable
Louisiana,22,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2018",2018/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,17,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2018",2018/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,12,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2018",2018/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,12,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2018",2018/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2018",2018/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,14,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2018",2018/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,12,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2018",2018/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,10,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2018",2018/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,13,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2018",2018/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,17,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2018",2018/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2018",2018/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,12,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2018",2018/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,12,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2019",2019/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,14,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2019",2019/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,10,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2019",2019/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Louisiana,22,"Feb., 2019",2019/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2019",2019/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,16,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2019",2019/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,11,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2019",2019/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,11,Not Applicable,Not Applicable
Louisiana,22,"May, 2019",2019/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,13,Not Applicable,Not Applicable
Louisiana,22,"May, 2019",2019/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2019",2019/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2019",2019/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,11,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2019",2019/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,21,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2019",2019/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2019",2019/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,14,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2019",2019/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2019",2019/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,18,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2019",2019/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,11,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2019",2019/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2019",2019/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,12,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2019",2019/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2019",2019/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2019",2019/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,10,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2019",2019/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2019",2019/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,15,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2019",2019/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,21,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2019",2019/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2019",2019/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,20,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2019",2019/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,16,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2019",2019/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,14,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2020",2020/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,16,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2020",2020/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,16,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2020",2020/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,11,Not Applicable,Not Applicable
Louisiana,22,"Feb., 2020",2020/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,17,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2020",2020/03,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,10,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2020",2020/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,11,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2020",2020/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2020",2020/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,18,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2020",2020/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,13,Not Applicable,Not Applicable
Louisiana,22,"May, 2020",2020/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,11,Not Applicable,Not Applicable
Louisiana,22,"May, 2020",2020/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,18,Not Applicable,Not Applicable
Louisiana,22,"May, 2020",2020/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2020",2020/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,21,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2020",2020/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,22,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2020",2020/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,30,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2020",2020/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,20,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2020",2020/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,17,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2020",2020/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,28,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2020",2020/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,23,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,27,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,17,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2020",2020/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,14,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2020",2020/10,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,11,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2020",2020/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,33,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2020",2020/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,16,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2020",2020/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,18,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,10,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2020",2020/11,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,10,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2020",2020/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,29,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2020",2020/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,30,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2020",2020/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2020",2020/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,10,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,24,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2020",2020/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,12,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2021 ",2021/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,24,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2021 ",2021/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,26,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2021 ",2021/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,11,Not Applicable,Not Applicable
Louisiana,22,"Jan., 2021 ",2021/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,45-54 years,45-54,10,Not Applicable,Not Applicable
Louisiana,22,"Feb., 2021 ",2021/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,15,Not Applicable,Not Applicable
Louisiana,22,"Feb., 2021 ",2021/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,21,Not Applicable,Not Applicable
Louisiana,22,"Feb., 2021 ",2021/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,13,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2021 ",2021/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,26,Not Applicable,Not Applicable
Louisiana,22,"Mar., 2021 ",2021/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,23,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2021 ",2021/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,19,Not Applicable,Not Applicable
Louisiana,22,"Apr., 2021 ",2021/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,19,Not Applicable,Not Applicable
Louisiana,22,"May, 2021 ",2021/05,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,11,Not Applicable,Not Applicable
Louisiana,22,"May, 2021 ",2021/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,34,Not Applicable,Not Applicable
Louisiana,22,"May, 2021 ",2021/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,17,Not Applicable,Not Applicable
Louisiana,22,"May, 2021 ",2021/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,14,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2021 ",2021/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,11,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2021 ",2021/06,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,10,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2021 ",2021/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,26,Not Applicable,Not Applicable
Louisiana,22,"Jun., 2021 ",2021/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,17,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2021 ",2021/07,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,25-34 years,25-34,15,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2021 ",2021/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,29,Not Applicable,Not Applicable
Louisiana,22,"Jul., 2021 ",2021/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,24,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2021 ",2021/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,18,Not Applicable,Not Applicable
Louisiana,22,"Aug., 2021 ",2021/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,24,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2021 ",2021/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,17,Not Applicable,Not Applicable
Louisiana,22,"Sep., 2021 ",2021/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,20,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2021 ",2021/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,22,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2021 ",2021/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,20,Not Applicable,Not Applicable
Louisiana,22,"Oct., 2021 ",2021/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,16,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2021 ",2021/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,24,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2021 ",2021/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,11,Not Applicable,Not Applicable
Louisiana,22,"Nov., 2021 ",2021/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,17,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2021 ",2021/12,Transport accidents,V01-V99,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,11,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2021 ",2021/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,22,Not Applicable,Not Applicable
Louisiana,22,"Dec., 2021 ",2021/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,23,Not Applicable,Not Applicable
Maryland,24,"Jan., 2018",2018/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,18,Not Applicable,Not Applicable
Maryland,24,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,10,Not Applicable,Not Applicable
Maryland,24,"Apr., 2018",2018/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,16,Not Applicable,Not Applicable
Maryland,24,"May, 2018",2018/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,10,Not Applicable,Not Applicable
Maryland,24,"Jun., 2018",2018/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,15,Not Applicable,Not Applicable
Maryland,24,"Jul., 2018",2018/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,14,Not Applicable,Not Applicable
Maryland,24,"Jul., 2018",2018/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,13,Not Applicable,Not Applicable
Maryland,24,"Aug., 2018",2018/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,16,Not Applicable,Not Applicable
Maryland,24,"Sep., 2018",2018/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,12,Not Applicable,Not Applicable
Maryland,24,"Sep., 2018",2018/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,19,Not Applicable,Not Applicable
Maryland,24,"Oct., 2018",2018/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,15,Not Applicable,Not Applicable
Maryland,24,"Oct., 2018",2018/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,23,Not Applicable,Not Applicable
Maryland,24,"Nov., 2018",2018/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Maryland,24,"Dec., 2018",2018/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,14,Not Applicable,Not Applicable
Maryland,24,"Dec., 2018",2018/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,11,Not Applicable,Not Applicable
Maryland,24,"Jan., 2019",2019/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,16,Not Applicable,Not Applicable
Maryland,24,"Feb., 2019",2019/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,12,Not Applicable,Not Applicable
Maryland,24,"Mar., 2019",2019/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,10,Not Applicable,Not Applicable
Maryland,24,"Mar., 2019",2019/03,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,20,Not Applicable,Not Applicable
Maryland,24,"Apr., 2019",2019/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,14,Not Applicable,Not Applicable
Maryland,24,"Apr., 2019",2019/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,11,Not Applicable,Not Applicable
Maryland,24,"May, 2019",2019/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,13,Not Applicable,Not Applicable
Maryland,24,"May, 2019",2019/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Maryland,24,"Jun., 2019",2019/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,25,Not Applicable,Not Applicable
Maryland,24,"Jul., 2019",2019/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,20,Not Applicable,Not Applicable
Maryland,24,"Jul., 2019",2019/07,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,23,Not Applicable,Not Applicable
Maryland,24,"Aug., 2019",2019/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,17,Not Applicable,Not Applicable
Maryland,24,"Aug., 2019",2019/08,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,12,Not Applicable,Not Applicable
Maryland,24,"Sep., 2019",2019/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,13,Not Applicable,Not Applicable
Maryland,24,"Sep., 2019",2019/09,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,18,Not Applicable,Not Applicable
Maryland,24,"Oct., 2019",2019/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,13,Not Applicable,Not Applicable
Maryland,24,"Oct., 2019",2019/10,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,16,Not Applicable,Not Applicable
Maryland,24,"Nov., 2019",2019/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,12,Not Applicable,Not Applicable
Maryland,24,"Nov., 2019",2019/11,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,14,Not Applicable,Not Applicable
Maryland,24,"Dec., 2019",2019/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,13,Not Applicable,Not Applicable
Maryland,24,"Dec., 2019",2019/12,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,25,Not Applicable,Not Applicable
Maryland,24,"Jan., 2020",2020/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,13,Not Applicable,Not Applicable
Maryland,24,"Jan., 2020",2020/01,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,14,Not Applicable,Not Applicable
Maryland,24,"Feb., 2020",2020/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,10,Not Applicable,Not Applicable
Maryland,24,"Feb., 2020",2020/02,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,14,Not Applicable,Not Applicable
Maryland,24,"Apr., 2020",2020/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,18,Not Applicable,Not Applicable
Maryland,24,"Apr., 2020",2020/04,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,11,Not Applicable,Not Applicable
Maryland,24,"May, 2020",2020/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,23,Not Applicable,Not Applicable
Maryland,24,"May, 2020",2020/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,25-34 years,25-34,21,Not Applicable,Not Applicable
Maryland,24,"May, 2020",2020/05,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,35-44 years,35-44,10,Not Applicable,Not Applicable
Maryland,24,"Jun., 2020",2020/06,Assault,X85-Y09,Assault by other and unspecified firearm discharge,X95,15-24 years,15-24,15,Not Applicable,Not Applicable
